;rec;lig;#dock;pdb_expr_rec;pdb_expr_lig;pdb_dock_rec;pdb_dock_lig;deviation
5559;1ydi_A;1ydi_A;264;2hsq_0_3_A_4.pdb;2hsq_0_3_A_3.pdb;1ydi_A.pdb;1ydi_A_264.pdb;59.12259022592695
5560;1i7x_A;1i7x_C;172;1i7x_0_1_A_1.pdb;1i7x_0_1_C_1.pdb;1i7x_A.pdb;1i7x_C_172.pdb;46.27718589071258
5561;2i32_E;2iae_B;0;-;-;-;-;-1.0
5562;3bpl_B;3bpl_C;165;3bpl_0_1_B_1.pdb;3bpl_0_1_C_1.pdb;3bpl_B.pdb;3bpl_C_165.pdb;45.00250556565566
5563;2jjs_C;2jjs_C;31;2vsc_0_1_A_1.pdb;2vsc_0_1_B_1.pdb;2jjs_C.pdb;2jjs_C_31.pdb;27.864994738904485
5564;2z5h_I;2z5h_I;302;2z5i_0_6_I_1.pdb;2z5i_0_6_J_1.pdb;2z5h_I.pdb;2z5h_I_302.pdb;21.59172415514632
5565;2i32_E;2nnw_B;0;-;-;-;-;-1.0
5566;2vp7_A;2vp7_A;260;2yyr_0_1_A_1.pdb;2yyr_0_1_B_1.pdb;2vp7_A.pdb;2vp7_A_260.pdb;21.986209371388707
5567;2z5h_B;2z5h_B;263;2z5h_0_1_B_1.pdb;2z5h_0_1_A_1.pdb;2z5h_B.pdb;2z5h_B_263.pdb;32.78022625226982
5568;2i32_E;2nvu_B;0;-;-;-;-;-1.0
5569;2nna_A;2nna_A;46;6mfg_0_1_C_1.pdb;6mfg_0_1_A_1.pdb;2nna_A.pdb;2nna_A_46.pdb;40.92607376255774
5570;2z5h_I;2z5h_I;303;2z5i_0_6_I_1.pdb;2z5i_0_6_J_1.pdb;2z5h_I.pdb;2z5h_I_303.pdb;21.21203666735299
5571;2vp7_A;2vp7_A;261;2yyr_0_1_A_1.pdb;2yyr_0_1_B_1.pdb;2vp7_A.pdb;2vp7_A_261.pdb;21.986209371388707
5572;1ydi_A;1ydi_A;265;2hsq_0_3_A_4.pdb;2hsq_0_3_A_3.pdb;1ydi_A.pdb;1ydi_A_265.pdb;68.92654312195432
5573;2jjs_C;2jjs_C;32;2vsc_0_1_A_1.pdb;2vsc_0_1_B_1.pdb;2jjs_C.pdb;2jjs_C_32.pdb;33.846516794827245
5574;2z5h_B;2z5h_B;264;2z5h_0_1_B_1.pdb;2z5h_0_1_A_1.pdb;2z5h_B.pdb;2z5h_B_264.pdb;32.780242306456486
5575;2i32_E;2nl9_A;0;-;-;-;-;-1.0
5576;3bpl_B;3bpl_C;166;3bpl_0_1_B_1.pdb;3bpl_0_1_C_1.pdb;3bpl_B.pdb;3bpl_C_166.pdb;36.835339691242055
5577;2z5h_I;2z5h_I;304;2z5i_0_6_I_1.pdb;2z5i_0_6_J_1.pdb;2z5h_I.pdb;2z5h_I_304.pdb;21.212027889268185
5578;2i32_E;2p1m_A;0;-;-;-;-;-1.0
5579;2vp7_A;2vp7_A;262;2yyr_0_1_A_1.pdb;2yyr_0_1_B_1.pdb;2vp7_A.pdb;2vp7_A_262.pdb;12.487728247023933
5580;2z5h_B;2z5h_B;265;2z5h_0_1_B_1.pdb;2z5h_0_1_A_1.pdb;2z5h_B.pdb;2z5h_B_265.pdb;32.78024215545089
5581;2z5h_I;2z5h_I;305;2z5i_0_6_I_1.pdb;2z5i_0_6_J_1.pdb;2z5h_I.pdb;2z5h_I_305.pdb;21.212039094872598
5582;2nna_A;2nna_A;47;6mfg_0_1_C_1.pdb;6mfg_0_1_A_1.pdb;2nna_A.pdb;2nna_A_47.pdb;40.9259849549613
5583;2i32_E;2p1m_B;0;-;-;-;-;-1.0
5584;2jjs_C;2jjs_C;33;2vsc_0_1_A_1.pdb;2vsc_0_1_B_1.pdb;2jjs_C.pdb;2jjs_C_33.pdb;34.13191607089926
5585;1i7x_A;1i7x_C;173;1i7x_0_1_A_1.pdb;1i7x_0_1_C_1.pdb;1i7x_A.pdb;1i7x_C_173.pdb;46.27720010810548
5586;2vp7_A;2vp7_A;263;2yyr_0_1_A_1.pdb;2yyr_0_1_B_1.pdb;2vp7_A.pdb;2vp7_A_263.pdb;29.349519950177942
5587;1ydi_A;1ydi_A;266;2hsq_0_3_A_4.pdb;2hsq_0_3_A_3.pdb;1ydi_A.pdb;1ydi_A_266.pdb;69.02243521141801
5588;3bpl_B;3bpl_C;167;3bpl_0_1_B_1.pdb;3bpl_0_1_C_1.pdb;3bpl_B.pdb;3bpl_C_167.pdb;45.00251493410051
5589;2z5h_I;2z5h_I;306;2z5i_0_6_I_1.pdb;2z5i_0_6_J_1.pdb;2z5h_I.pdb;2z5h_I_306.pdb;21.212027889268185
5590;2i32_E;2pav_P;0;-;-;-;-;-1.0
5591;2z5h_B;2z5h_B;266;2z5h_0_1_B_1.pdb;2z5h_0_1_A_1.pdb;2z5h_B.pdb;2z5h_B_266.pdb;32.78025426914806
5592;2i32_E;2o8a_A;0;-;-;-;-;-1.0
5593;2jjs_C;2jjs_C;34;2vsc_0_1_A_1.pdb;2vsc_0_1_B_1.pdb;2jjs_C.pdb;2jjs_C_34.pdb;34.13192063851356
5594;2i32_E;2pjy_A;0;-;-;-;-;-1.0
5595;2vp7_A;2vp7_A;264;2yyr_0_1_A_1.pdb;2yyr_0_1_B_1.pdb;2vp7_A.pdb;2vp7_A_264.pdb;26.47121975691977
5596;2z5h_I;2z5h_I;307;2z5i_0_6_I_1.pdb;2z5i_0_6_J_1.pdb;2z5h_I.pdb;2z5h_I_307.pdb;21.212027889268185
5597;2z5h_B;2z5h_B;267;2z5h_0_1_B_1.pdb;2z5h_0_1_A_1.pdb;2z5h_B.pdb;2z5h_B_267.pdb;32.78024215545089
5598;3bpl_B;3bpl_C;168;3bpl_0_1_B_1.pdb;3bpl_0_1_C_1.pdb;3bpl_B.pdb;3bpl_C_168.pdb;45.0025785210462
5599;2vp7_A;2vp7_A;265;2yyr_0_1_A_1.pdb;2yyr_0_1_B_1.pdb;2vp7_A.pdb;2vp7_A_265.pdb;21.757634229962918
5600;2z5h_I;2z5h_I;308;2z5i_0_6_I_1.pdb;2z5i_0_6_J_1.pdb;2z5h_I.pdb;2z5h_I_308.pdb;21.21203666735299
5601;1ydi_A;1ydi_A;267;2hsq_0_3_A_4.pdb;2hsq_0_3_A_3.pdb;1ydi_A.pdb;1ydi_A_267.pdb;69.02243458891401
5602;2i32_E;2rhk_A;0;-;-;-;-;-1.0
5603;2jjs_C;2jjs_C;35;2vsc_0_1_A_1.pdb;2vsc_0_1_B_1.pdb;2jjs_C.pdb;2jjs_C_35.pdb;35.0944003316863
5604;2z5h_B;2z5h_B;268;2z5h_0_1_B_1.pdb;2z5h_0_1_A_1.pdb;2z5h_B.pdb;2z5h_B_268.pdb;32.78023331719894
5605;2i32_E;2rhk_C;0;-;-;-;-;-1.0
5606;1i7x_A;1i7x_C;174;1i7x_0_1_A_1.pdb;1i7x_0_1_C_1.pdb;1i7x_A.pdb;1i7x_C_174.pdb;46.27718136476243
5607;2z5h_I;2z5h_I;309;2z5i_0_6_I_1.pdb;2z5i_0_6_J_1.pdb;2z5h_I.pdb;2z5h_I_309.pdb;21.212035091085525
5608;2vp7_A;2vp7_A;266;2yyr_0_1_A_1.pdb;2yyr_0_1_B_1.pdb;2vp7_A.pdb;2vp7_A_266.pdb;29.349526317079434
5609;2i1n_A;2nl9_A;0;-;-;-;-;-1.0
5610;2z5h_B;2z5h_B;269;2z5h_0_1_B_1.pdb;2z5h_0_1_A_1.pdb;2z5h_B.pdb;2z5h_B_269.pdb;32.78024215545089
5611;3bpl_B;3bpl_C;169;3bpl_0_1_B_1.pdb;3bpl_0_1_C_1.pdb;3bpl_B.pdb;3bpl_C_169.pdb;45.00251122675985
5612;2jjs_C;2jjs_C;36;2vsc_0_1_A_1.pdb;2vsc_0_1_B_1.pdb;2jjs_C.pdb;2jjs_C_36.pdb;37.564949620891994
5613;2z5h_I;2z5h_I;310;2z5i_0_6_I_1.pdb;2z5i_0_6_J_1.pdb;2z5h_I.pdb;2z5h_I_310.pdb;21.212027889268185
5614;2i1n_A;2nnw_B;0;-;-;-;-;-1.0
5615;2vp7_A;2vp7_A;267;2yyr_0_1_A_1.pdb;2yyr_0_1_B_1.pdb;2vp7_A.pdb;2vp7_A_267.pdb;21.986209371388707
5616;2z5h_B;2z5h_B;270;2z5h_0_1_B_1.pdb;2z5h_0_1_A_1.pdb;2z5h_B.pdb;2z5h_B_270.pdb;32.78024743332484
5617;1ydi_A;1ydi_A;268;2hsq_0_3_A_4.pdb;2hsq_0_3_A_3.pdb;1ydi_A.pdb;1ydi_A_268.pdb;69.02243224194945
5618;2i32_E;2rgn_C;0;-;-;-;-;-1.0
5619;2z5h_I;2z5h_I;311;2z5i_0_6_I_1.pdb;2z5i_0_6_J_1.pdb;2z5h_I.pdb;2z5h_I_311.pdb;21.59172932642659
5620;2vp7_A;2vp7_A;268;2yyr_0_1_A_1.pdb;2yyr_0_1_B_1.pdb;2vp7_A.pdb;2vp7_A_268.pdb;30.34320261290677
5621;2i1n_A;2jz3_B;0;-;-;-;-;-1.0
5622;2jjs_C;2jjs_C;37;2vsc_0_1_A_1.pdb;2vsc_0_1_B_1.pdb;2jjs_C.pdb;2jjs_C_37.pdb;33.846516794827245
5623;2z5h_B;2z5h_B;271;2z5h_0_1_B_1.pdb;2z5h_0_1_A_1.pdb;2z5h_B.pdb;2z5h_B_271.pdb;32.78024743332484
5624;3bpl_B;3bpl_C;170;3bpl_0_1_B_1.pdb;3bpl_0_1_C_1.pdb;3bpl_B.pdb;3bpl_C_170.pdb;36.835339691242055
5625;2z5h_I;2z5h_I;312;2z5i_0_6_I_1.pdb;2z5i_0_6_J_1.pdb;2z5h_I.pdb;2z5h_I_312.pdb;21.212046350383048
5626;2i1n_A;2jz3_C;0;-;-;-;-;-1.0
5627;2vp7_A;2vp7_A;269;2yyr_0_1_A_1.pdb;2yyr_0_1_B_1.pdb;2vp7_A.pdb;2vp7_A_269.pdb;21.75762830415125
5628;1i7x_A;1i7x_C;175;1i7x_0_1_A_1.pdb;1i7x_0_1_C_1.pdb;1i7x_A.pdb;1i7x_C_175.pdb;46.27717788923757
5629;2i1n_A;2o8a_A;0;-;-;-;-;-1.0
5630;2z5h_B;2z5h_B;272;2z5h_0_1_B_1.pdb;2z5h_0_1_A_1.pdb;2z5h_B.pdb;2z5h_B_272.pdb;32.78024466778733
5631;2i1n_A;2nvu_B;0;-;-;-;-;-1.0
5632;1ydi_A;1ydi_A;269;2hsq_0_3_A_4.pdb;2hsq_0_3_A_3.pdb;1ydi_A.pdb;1ydi_A_269.pdb;69.02243344081602
5633;2z5h_I;2z5h_I;313;2z5i_0_6_I_1.pdb;2z5i_0_6_J_1.pdb;2z5h_I.pdb;2z5h_I_313.pdb;21.59170614422676
5634;2jjs_C;2jjs_C;38;2vsc_0_1_A_1.pdb;2vsc_0_1_B_1.pdb;2jjs_C.pdb;2jjs_C_38.pdb;33.01152863645156
5635;2vp7_A;2vp7_A;270;2yyr_0_1_A_1.pdb;2yyr_0_1_B_1.pdb;2vp7_A.pdb;2vp7_A_270.pdb;21.75762830415125
5636;2i1n_A;2p1m_A;0;-;-;-;-;-1.0
5637;3bpl_B;3bpl_C;171;3bpl_0_1_B_1.pdb;3bpl_0_1_C_1.pdb;3bpl_B.pdb;3bpl_C_171.pdb;36.83533487106004
5638;2z5h_B;2z5h_B;273;2z5h_0_1_B_1.pdb;2z5h_0_1_A_1.pdb;2z5h_B.pdb;2z5h_B_273.pdb;32.78024215545089
5639;2z5h_I;2z5h_I;314;2z5i_0_6_I_1.pdb;2z5i_0_6_J_1.pdb;2z5h_I.pdb;2z5h_I_314.pdb;21.59172415514632
5640;2i1n_A;2p1m_B;0;-;-;-;-;-1.0
5641;2jjs_C;2jjs_C;39;2vsc_0_1_A_1.pdb;2vsc_0_1_B_1.pdb;2jjs_C.pdb;2jjs_C_39.pdb;23.03824055804752
5642;2vp7_A;2vp7_A;271;2yyr_0_1_A_1.pdb;2yyr_0_1_B_1.pdb;2vp7_A.pdb;2vp7_A_271.pdb;29.3495685921603
5643;2i1n_A;2pav_P;0;-;-;-;-;-1.0
5644;2z5h_I;2z5h_I;315;2z5i_0_6_I_1.pdb;2z5i_0_6_J_1.pdb;2z5h_I.pdb;2z5h_I_315.pdb;21.212028086501153
5645;2z5h_B;2z5h_B;274;2z5h_0_1_B_1.pdb;2z5h_0_1_A_1.pdb;2z5h_B.pdb;2z5h_B_274.pdb;32.78024215545089
5646;1ydi_A;1ydi_A;270;2hsq_0_3_A_4.pdb;2hsq_0_3_A_3.pdb;1ydi_A.pdb;1ydi_A_270.pdb;69.02242363863472
5647;2i1n_A;2pjy_A;0;-;-;-;-;-1.0
5648;2vp7_A;2vp7_A;272;2yyr_0_1_A_1.pdb;2yyr_0_1_B_1.pdb;2vp7_A.pdb;2vp7_A_272.pdb;21.75762830415125
5649;3bpl_B;3bpl_C;172;3bpl_0_1_B_1.pdb;3bpl_0_1_C_1.pdb;3bpl_B.pdb;3bpl_C_172.pdb;44.127610380393804
5650;2z5h_I;2z5h_I;316;2z5i_0_6_I_1.pdb;2z5i_0_6_J_1.pdb;2z5h_I.pdb;2z5h_I_316.pdb;21.212027889268185
5651;1i7x_A;1i7x_C;176;1i7x_0_1_A_1.pdb;1i7x_0_1_C_1.pdb;1i7x_A.pdb;1i7x_C_176.pdb;46.27714646766628
5652;2jjs_C;2jjs_C;40;2vsc_0_1_A_1.pdb;2vsc_0_1_B_1.pdb;2jjs_C.pdb;2jjs_C_40.pdb;27.864971939282558
5653;2z5h_B;2z5h_B;275;2z5h_0_1_B_1.pdb;2z5h_0_1_A_1.pdb;2z5h_B.pdb;2z5h_B_275.pdb;32.78027541144216
5654;2i1n_A;2rgn_C;0;-;-;-;-;-1.0
5655;2vp7_A;2vp7_A;273;2yyr_0_1_A_1.pdb;2yyr_0_1_B_1.pdb;2vp7_A.pdb;2vp7_A_273.pdb;21.98620991144919
5656;2z5h_I;2z5h_I;317;2z5i_0_6_I_1.pdb;2z5i_0_6_J_1.pdb;2z5h_I.pdb;2z5h_I_317.pdb;21.920201346926103
5657;2i1n_A;2rhk_A;0;-;-;-;-;-1.0
5658;2z5h_B;2z5h_B;276;2z5h_0_1_B_1.pdb;2z5h_0_1_A_1.pdb;2z5h_B.pdb;2z5h_B_276.pdb;32.78024610249288
5659;3bpl_B;3bpl_C;173;3bpl_0_1_B_1.pdb;3bpl_0_1_C_1.pdb;3bpl_B.pdb;3bpl_C_173.pdb;43.84721445061571
5660;2vp7_A;2vp7_A;274;2yyr_0_1_A_1.pdb;2yyr_0_1_B_1.pdb;2vp7_A.pdb;2vp7_A_274.pdb;21.75762830415125
5661;2i1n_A;2rhk_C;0;-;-;-;-;-1.0
5662;2jjs_C;2jjs_C;41;2vsc_0_1_A_1.pdb;2vsc_0_1_B_1.pdb;2jjs_C.pdb;2jjs_C_41.pdb;37.564949620891994
5663;2z5h_I;2z5h_I;318;2z5i_0_6_I_1.pdb;2z5i_0_6_J_1.pdb;2z5h_I.pdb;2z5h_I_318.pdb;21.212027889268185
5664;2z5h_B;2z5h_B;277;2z5h_0_1_B_1.pdb;2z5h_0_1_A_1.pdb;2z5h_B.pdb;2z5h_B_277.pdb;32.78024466778733
5665;2i1n_A;2v8q_E;0;-;-;-;-;-1.0
5666;2vp7_A;2vp7_A;275;2yyr_0_1_A_1.pdb;2yyr_0_1_B_1.pdb;2vp7_A.pdb;2vp7_A_275.pdb;15.600011473833499
5667;2z5h_I;2z5h_I;319;2z5i_0_6_I_1.pdb;2z5i_0_6_J_1.pdb;2z5h_I.pdb;2z5h_I_319.pdb;21.212046350383048
5668;2i1n_A;2vp7_A;0;-;-;-;-;-1.0
5669;2jjs_C;2jjs_C;42;2vsc_0_1_A_1.pdb;2vsc_0_1_B_1.pdb;2jjs_C.pdb;2jjs_C_42.pdb;37.56496005931127
5670;2z5h_B;2z5h_B;278;2z5h_0_1_B_1.pdb;2z5h_0_1_A_1.pdb;2z5h_B.pdb;2z5h_B_278.pdb;32.78024466778733
5671;1i7x_A;1i7x_C;177;1i7x_0_1_A_1.pdb;1i7x_0_1_C_1.pdb;1i7x_A.pdb;1i7x_C_177.pdb;46.2771860703691
5672;3bpl_B;3bpl_C;174;3bpl_0_1_B_1.pdb;3bpl_0_1_C_1.pdb;3bpl_B.pdb;3bpl_C_174.pdb;43.847212547945944
5673;2i1n_A;2vp7_B;0;-;-;-;-;-1.0
5674;2z5h_I;2z5h_I;320;2z5i_0_6_I_1.pdb;2z5i_0_6_J_1.pdb;2z5h_I.pdb;2z5h_I_320.pdb;21.212027889268185
5675;2vp7_A;2vp7_A;276;2yyr_0_1_A_1.pdb;2yyr_0_1_B_1.pdb;2vp7_A.pdb;2vp7_A_276.pdb;30.34321722964973
5676;2i1n_A;2z3q_B;0;-;-;-;-;-1.0
5677;1ydi_A;1ydi_A;271;2hsq_0_3_A_4.pdb;2hsq_0_3_A_3.pdb;1ydi_A.pdb;1ydi_A_271.pdb;69.02243521141801
5678;2z5h_B;2z5h_B;279;2z5h_0_1_B_1.pdb;2z5h_0_1_A_1.pdb;2z5h_B.pdb;2z5h_B_279.pdb;32.78020114718638
5679;2z5h_I;2z5h_I;321;2z5i_0_6_I_1.pdb;2z5i_0_6_J_1.pdb;2z5h_I.pdb;2z5h_I_321.pdb;21.212027889268185
5680;2jjs_C;2jjs_C;43;2vsc_0_1_A_1.pdb;2vsc_0_1_B_1.pdb;2jjs_C.pdb;2jjs_C_43.pdb;37.56491671037329
5681;2i1n_A;2z3q_C;0;-;-;-;-;-1.0
5682;2vp7_A;2vp7_A;277;2yyr_0_1_A_1.pdb;2yyr_0_1_B_1.pdb;2vp7_A.pdb;2vp7_A_277.pdb;12.506732659881209
5683;3bpl_B;3bpl_C;175;3bpl_0_1_B_1.pdb;3bpl_0_1_C_1.pdb;3bpl_B.pdb;3bpl_C_175.pdb;35.375977872410715
5684;2i1n_A;2z5h_I;0;-;-;-;-;-1.0
5685;2z5h_B;2z5h_B;280;2z5h_0_1_B_1.pdb;2z5h_0_1_A_1.pdb;2z5h_B.pdb;2z5h_B_280.pdb;32.78024466778733
5686;2z5h_I;2z5h_I;322;2z5i_0_6_I_1.pdb;2z5i_0_6_J_1.pdb;2z5h_I.pdb;2z5h_I_322.pdb;21.212027889268185
5687;2vp7_A;2vp7_A;278;2yyr_0_1_A_1.pdb;2yyr_0_1_B_1.pdb;2vp7_A.pdb;2vp7_A_278.pdb;16.894350095137366
5688;2jjs_C;2jjs_C;44;2vsc_0_1_A_1.pdb;2vsc_0_1_B_1.pdb;2jjs_C.pdb;2jjs_C_44.pdb;37.564949620891994
5689;2i1n_A;2z5h_B;0;-;-;-;-;-1.0
5690;2z5h_I;2z5h_I;323;2z5i_0_6_I_1.pdb;2z5i_0_6_J_1.pdb;2z5h_I.pdb;2z5h_I_323.pdb;21.212028086501153
5691;1i7x_A;1i7x_C;178;1i7x_0_1_A_1.pdb;1i7x_0_1_C_1.pdb;1i7x_A.pdb;1i7x_C_178.pdb;46.27719065705373
5692;1ydi_A;1ydi_A;272;2hsq_0_3_A_4.pdb;2hsq_0_3_A_3.pdb;1ydi_A.pdb;1ydi_A_272.pdb;69.02243521141801
5693;2z5h_B;2z5h_B;281;2z5h_0_1_B_1.pdb;2z5h_0_1_A_1.pdb;2z5h_B.pdb;2z5h_B_281.pdb;32.78021452004242
5694;2i1n_A;2zch_P;0;-;-;-;-;-1.0
5695;2vp7_A;2vp7_A;279;2yyr_0_1_A_1.pdb;2yyr_0_1_B_1.pdb;2vp7_A.pdb;2vp7_A_279.pdb;13.237279275435332
5696;2z5h_I;2z5h_I;324;2z5i_0_6_I_1.pdb;2z5i_0_6_J_1.pdb;2z5h_I.pdb;2z5h_I_324.pdb;21.59172415514632
5697;3bpl_B;3bpl_C;176;3bpl_0_1_B_1.pdb;3bpl_0_1_C_1.pdb;3bpl_B.pdb;3bpl_C_176.pdb;36.835339691242055
5698;2jjs_C;2jjs_C;45;2vsc_0_1_A_1.pdb;2vsc_0_1_B_1.pdb;2jjs_C.pdb;2jjs_C_45.pdb;37.56495694927924
5699;2i1n_A;3brw_B;0;-;-;-;-;-1.0
5700;2z5h_B;2z5h_B;282;2z5h_0_1_B_1.pdb;2z5h_0_1_A_1.pdb;2z5h_B.pdb;2z5h_B_282.pdb;32.78024466778733
5701;2z5h_I;2z5h_I;325;2z5i_0_6_I_1.pdb;2z5i_0_6_J_1.pdb;2z5h_I.pdb;2z5h_I_325.pdb;21.212051462728592
5702;2vp7_A;2vp7_A;280;2yyr_0_1_A_1.pdb;2yyr_0_1_B_1.pdb;2vp7_A.pdb;2vp7_A_280.pdb;30.198757461404007
5703;2i1n_A;3c66_A;0;-;-;-;-;-1.0
5704;1ydi_A;1ydi_A;273;2hsq_0_3_A_4.pdb;2hsq_0_3_A_3.pdb;1ydi_A.pdb;1ydi_A_273.pdb;37.62745395708109
5705;2jjs_C;2jjs_C;46;2vsc_0_1_A_1.pdb;2vsc_0_1_B_1.pdb;2jjs_C.pdb;2jjs_C_46.pdb;25.886947686627455
5706;2z5h_B;2z5h_B;283;2z5h_0_1_B_1.pdb;2z5h_0_1_A_1.pdb;2z5h_B.pdb;2z5h_B_283.pdb;32.78023568264877
5707;2z5h_I;2z5h_I;326;2z5i_0_6_I_1.pdb;2z5i_0_6_J_1.pdb;2z5h_I.pdb;2z5h_I_326.pdb;21.212051462728592
5708;3bpl_B;3bpl_C;177;3bpl_0_1_B_1.pdb;3bpl_0_1_C_1.pdb;3bpl_B.pdb;3bpl_C_177.pdb;43.847203580050625
5709;2vp7_A;2vp7_A;281;2yyr_0_1_A_1.pdb;2yyr_0_1_B_1.pdb;2vp7_A.pdb;2vp7_A_281.pdb;26.47120966699389
5710;2i1n_A;3ch5_B;0;-;-;-;-;-1.0
5711;1i7x_A;1i7x_C;179;1i7x_0_1_A_1.pdb;1i7x_0_1_C_1.pdb;1i7x_A.pdb;1i7x_C_179.pdb;46.27719453541919
5712;2z5h_I;2z5h_I;327;2z5i_0_6_I_1.pdb;2z5i_0_6_J_1.pdb;2z5h_I.pdb;2z5h_I_327.pdb;21.591722018110875
5713;2z5h_B;2z5h_B;284;2z5h_0_1_B_1.pdb;2z5h_0_1_A_1.pdb;2z5h_B.pdb;2z5h_B_284.pdb;32.78024466778733
5714;2jjs_C;2jjs_C;47;2vsc_0_1_A_1.pdb;2vsc_0_1_B_1.pdb;2jjs_C.pdb;2jjs_C_47.pdb;25.886947686627455
5715;2vp7_A;2vp7_A;282;2yyr_0_1_A_1.pdb;2yyr_0_1_B_1.pdb;2vp7_A.pdb;2vp7_A_282.pdb;21.75762830415125
5716;1ydi_A;1ydi_A;274;2hsq_0_3_A_4.pdb;2hsq_0_3_A_3.pdb;1ydi_A.pdb;1ydi_A_274.pdb;69.02243521141801
5717;2z5h_I;2z5h_I;328;2z5i_0_6_I_1.pdb;2z5i_0_6_J_1.pdb;2z5h_I.pdb;2z5h_I_328.pdb;21.591675507306103
5718;2i1n_B;2i32_E;0;-;-;-;-;-1.0
5719;3bpl_B;3bpl_C;178;3bpl_0_1_B_1.pdb;3bpl_0_1_C_1.pdb;3bpl_B.pdb;3bpl_C_178.pdb;45.00250787930344
5720;2z5h_B;2z5h_B;285;2z5h_0_1_B_1.pdb;2z5h_0_1_A_1.pdb;2z5h_B.pdb;2z5h_B_285.pdb;32.78024215545089
5721;2vp7_A;2vp7_A;283;2yyr_0_1_A_1.pdb;2yyr_0_1_B_1.pdb;2vp7_A.pdb;2vp7_A_283.pdb;30.34321816740429
5722;2i1n_B;2i32_A;0;-;-;-;-;-1.0
5723;2jjs_C;2jjs_C;48;2vsc_0_1_A_1.pdb;2vsc_0_1_B_1.pdb;2jjs_C.pdb;2jjs_C_48.pdb;32.84802499165026
5724;2z5h_I;2z5h_I;329;2z5i_0_6_I_1.pdb;2z5i_0_6_J_1.pdb;2z5h_I.pdb;2z5h_I_329.pdb;21.212027889268185
5725;2z5h_B;2z5h_B;286;2z5h_0_1_B_1.pdb;2z5h_0_1_A_1.pdb;2z5h_B.pdb;2z5h_B_286.pdb;32.78024743332484
5726;2i1n_B;2iae_B;0;-;-;-;-;-1.0
5727;2vp7_A;2vp7_A;284;2yyr_0_1_A_1.pdb;2yyr_0_1_B_1.pdb;2vp7_A.pdb;2vp7_A_284.pdb;19.714797728452815
5728;1ydi_A;1ydi_A;275;2hsq_0_3_A_4.pdb;2hsq_0_3_A_3.pdb;1ydi_A.pdb;1ydi_A_275.pdb;69.02243316949027
5729;2z5h_I;2z5h_I;330;2z5i_0_6_I_1.pdb;2z5i_0_6_J_1.pdb;2z5h_I.pdb;2z5h_I_330.pdb;21.212027889268185
5730;2i1n_B;2jz3_B;0;-;-;-;-;-1.0
5731;1i7x_A;1i7x_C;180;1i7x_0_1_A_1.pdb;1i7x_0_1_C_1.pdb;1i7x_A.pdb;1i7x_C_180.pdb;46.27718662498077
5732;2jjs_C;2jjs_C;49;2vsc_0_1_A_1.pdb;2vsc_0_1_B_1.pdb;2jjs_C.pdb;2jjs_C_49.pdb;25.886944826298492
5733;2z5h_B;2z5h_B;287;2z5h_0_1_B_1.pdb;2z5h_0_1_A_1.pdb;2z5h_B.pdb;2z5h_B_287.pdb;32.7802447115637
5734;3bpl_B;3bpl_C;179;3bpl_0_1_B_1.pdb;3bpl_0_1_C_1.pdb;3bpl_B.pdb;3bpl_C_179.pdb;39.59507826498903
5735;2vp7_A;2vp7_A;285;2yyr_0_1_A_1.pdb;2yyr_0_1_B_1.pdb;2vp7_A.pdb;2vp7_A_285.pdb;21.986209371388707
5736;2i1n_B;2jz3_C;0;-;-;-;-;-1.0
5737;2z5h_I;2z5h_I;331;2z5i_0_6_I_1.pdb;2z5i_0_6_J_1.pdb;2z5h_I.pdb;2z5h_I_331.pdb;21.59172415514632
5738;2z5h_B;2z5h_B;288;2z5h_0_1_B_1.pdb;2z5h_0_1_A_1.pdb;2z5h_B.pdb;2z5h_B_288.pdb;32.78025426914806
5739;2i1n_B;2nl9_A;0;-;-;-;-;-1.0
5740;2jjs_C;2jjs_C;50;2vsc_0_1_A_1.pdb;2vsc_0_1_B_1.pdb;2jjs_C.pdb;2jjs_C_50.pdb;25.886947382329925
5741;2vp7_A;2vp7_A;286;2yyr_0_1_A_1.pdb;2yyr_0_1_B_1.pdb;2vp7_A.pdb;2vp7_A_286.pdb;21.986209371388707
5742;2z5h_I;2z5h_I;332;2z5i_0_6_I_1.pdb;2z5i_0_6_J_1.pdb;2z5h_I.pdb;2z5h_I_332.pdb;21.212027889268185
5743;1ydi_A;1ydi_A;276;2hsq_0_3_A_4.pdb;2hsq_0_3_A_3.pdb;1ydi_A.pdb;1ydi_A_276.pdb;68.92654162576117
5744;3bpl_B;3bpl_C;180;3bpl_0_1_B_1.pdb;3bpl_0_1_C_1.pdb;3bpl_B.pdb;3bpl_C_180.pdb;45.00251470378229
5745;2i1n_B;2nnw_B;0;-;-;-;-;-1.0
5746;2z5h_B;2z5h_B;289;2z5h_0_1_B_1.pdb;2z5h_0_1_A_1.pdb;2z5h_B.pdb;2z5h_B_289.pdb;32.78024743332484
5747;2vp7_A;2vp7_A;287;2yyr_0_1_A_1.pdb;2yyr_0_1_B_1.pdb;2vp7_A.pdb;2vp7_A_287.pdb;21.986209371388707
5748;2z5h_I;2z5h_I;333;2z5i_0_6_I_1.pdb;2z5i_0_6_J_1.pdb;2z5h_I.pdb;2z5h_I_333.pdb;21.212027889268185
5749;2i1n_B;2nvu_B;0;-;-;-;-;-1.0
