;rec;lig;#dock;pdb_expr_rec;pdb_expr_lig;pdb_dock_rec;pdb_dock_lig;deviation
13238;1ydi_A;1ydi_A;515;2hsq_0_3_A_4.pdb;2hsq_0_3_A_3.pdb;1ydi_A.pdb;1ydi_A_515.pdb;37.66140678427041
13239;2e9w_C;3d48_R;0;-;-;-;-;-1.0
13240;2e9w_C;3dgc_S;0;-;-;-;-;-1.0
13241;1ef1_A;1ef1_C;96;1ef1_0_3_A_2.pdb;1ef1_0_3_C_2.pdb;1ef1_A.pdb;1ef1_C_96.pdb;0.7108033090324453
13242;2e9x_A;2ot3_B;0;-;-;-;-;-1.0
13243;2e9x_A;2nl9_B;0;-;-;-;-;-1.0
13244;2odb_A;2odb_A;42;2odb_0_4_A_2.pdb;2odb_0_4_A_1.pdb;2odb_A.pdb;2odb_A_42.pdb;21.197837319968606
13245;2e9x_A;2vgl_M;0;-;-;-;-;-1.0
13246;2jjs_A;2jjs_A;39;2jjw_0_1_A_2.pdb;2jjw_0_1_A_1.pdb;2jjs_A.pdb;2jjs_A_39.pdb;14.180364557047339
13247;2e9x_A;2ot3_A;0;-;-;-;-;-1.0
13248;2dvw_A;2odb_A;0;-;-;-;-;-1.0
13249;2dvw_A;2jz3_B;0;-;-;-;-;-1.0
13250;2gix_B;2gix_D;14;2gix_0_2_B_2.pdb;2gix_0_2_D_2.pdb;2gix_B.pdb;2gix_D_14.pdb;19.32384219988406
13251;2dvw_A;2nl9_B;0;-;-;-;-;-1.0
13252;2dvw_A;2o8a_A;0;-;-;-;-;-1.0
13253;2jjs_A;2jjs_A;40;2jjw_0_1_A_2.pdb;2jjw_0_1_A_1.pdb;2jjs_A.pdb;2jjs_A_40.pdb;17.70339963621889
13254;2dvw_A;2pjy_B;0;-;-;-;-;-1.0
13255;2dvw_A;2v8q_B;0;-;-;-;-;-1.0
13256;2odb_A;2odb_A;43;2odb_0_4_A_2.pdb;2odb_0_4_A_1.pdb;2odb_A.pdb;2odb_A_43.pdb;20.526700099455
13257;1ydi_A;1ydi_A;516;2hsq_0_3_A_4.pdb;2hsq_0_3_A_3.pdb;1ydi_A.pdb;1ydi_A_516.pdb;37.661398342418124
13258;2iae_A;2iae_B;11;2iae_0_1_A_1.pdb;2iae_0_1_B_1.pdb;2iae_A.pdb;2iae_B_11.pdb;40.68606322678112
13259;1ef1_A;1ef1_C;97;1ef1_0_3_A_2.pdb;1ef1_0_3_C_2.pdb;1ef1_A.pdb;1ef1_C_97.pdb;0.7108054361409396
13260;1atn_A;3byh_A;42;4jhd_0_1_A_1.pdb;4jhd_0_1_B_1.pdb;1atn_A.pdb;3byh_A_42.pdb;14.170746267105864
13261;2dvw_A;2vgl_B;0;-;-;-;-;-1.0
13262;2dvw_A;2zch_P;0;-;-;-;-;-1.0
13263;2dvw_A;3bs5_B;0;-;-;-;-;-1.0
13264;1i7x_A;1i7x_C;325;1i7x_0_1_A_1.pdb;1i7x_0_1_C_1.pdb;1i7x_A.pdb;1i7x_C_325.pdb;14.137137221811658
13265;2jjs_A;2jjs_A;41;2jjw_0_1_A_2.pdb;2jjw_0_1_A_1.pdb;2jjs_A.pdb;2jjs_A_41.pdb;16.076060937985226
13266;2dvw_B;2iae_A;0;-;-;-;-;-1.0
13267;2dvw_B;2nl9_B;0;-;-;-;-;-1.0
13268;3d0g_A;3d0g_E;38;3d0g_0_1_A_1.pdb;3d0g_0_1_E_1.pdb;3d0g_A.pdb;3d0g_E_38.pdb;16.123075014926698
13269;2dvw_B;2ot3_A;0;-;-;-;-;-1.0
13270;2dvw_B;2odb_A;0;-;-;-;-;-1.0
13271;2gix_B;2gix_D;15;2gix_0_2_B_2.pdb;2gix_0_2_D_2.pdb;2gix_B.pdb;2gix_D_15.pdb;19.32384219988406
13272;2dvw_B;2ot3_B;0;-;-;-;-;-1.0
13273;2jjs_A;2jjs_A;42;2jjw_0_1_A_2.pdb;2jjw_0_1_A_1.pdb;2jjs_A.pdb;2jjs_A_42.pdb;18.328215130133586
13274;2odb_A;2odb_A;44;2odb_0_4_A_2.pdb;2odb_0_4_A_1.pdb;2odb_A.pdb;2odb_A_44.pdb;20.526694353157378
13275;2dvw_B;2v8q_B;0;-;-;-;-;-1.0
13276;2dvw_B;2pjy_B;0;-;-;-;-;-1.0
13277;2e9w_A;2e9w_C;1;2e9w_0_1_A_1.pdb;2e9w_0_1_C_1.pdb;2e9w_A.pdb;2e9w_C_1.pdb;54.33126258085663
13278;2dvw_B;2vgl_B;0;-;-;-;-;-1.0
13279;1ef1_A;1ef1_C;98;1ef1_0_3_A_2.pdb;1ef1_0_3_C_2.pdb;1ef1_A.pdb;1ef1_C_98.pdb;0.7108054361409396
13280;2dvw_B;2vgl_M;0;-;-;-;-;-1.0
13281;2dvw_B;2zl1_A;0;-;-;-;-;-1.0
13282;1ydi_A;1ydi_A;517;2hsq_0_3_A_4.pdb;2hsq_0_3_A_3.pdb;1ydi_A.pdb;1ydi_A_517.pdb;37.661398368582006
13283;2dvw_B;2zl1_B;0;-;-;-;-;-1.0
13284;2jjs_A;2jjs_A;43;2jjw_0_1_A_2.pdb;2jjw_0_1_A_1.pdb;2jjs_A.pdb;2jjs_A_43.pdb;16.294693862206877
13285;2dvw_B;3bc1_B;0;-;-;-;-;-1.0
13286;2dvw_B;3bc1_E;0;-;-;-;-;-1.0
13287;2dvw_B;3byh_A;0;-;-;-;-;-1.0
13288;2odb_A;2odb_A;45;2odb_0_4_A_2.pdb;2odb_0_4_A_1.pdb;2odb_A.pdb;2odb_A_45.pdb;20.526701637375965
13289;2gix_B;2gix_D;16;2gix_0_2_B_2.pdb;2gix_0_2_D_2.pdb;2gix_B.pdb;2gix_D_16.pdb;19.32384219988406
13290;2dvw_B;3c5j_A;0;-;-;-;-;-1.0
13291;1atn_A;3byh_A;43;4jhd_0_1_A_1.pdb;4jhd_0_1_B_1.pdb;1atn_A.pdb;3byh_A_43.pdb;14.170767636007051
13292;2dvw_B;3cwb_P;0;-;-;-;-;-1.0
13293;2jjs_A;2jjs_A;44;2jjw_0_1_A_2.pdb;2jjw_0_1_A_1.pdb;2jjs_A.pdb;2jjs_A_44.pdb;16.07603675956688
13294;2dvw_B;3d2u_B;0;-;-;-;-;-1.0
13295;2dvw_A;2h0d_B;0;-;-;-;-;-1.0
13296;2iae_A;2iae_B;12;2iae_0_1_A_1.pdb;2iae_0_1_B_1.pdb;2iae_A.pdb;2iae_B_12.pdb;40.567434143336826
13297;2e9w_A;2e9w_C;2;2e9w_0_1_A_1.pdb;2e9w_0_1_C_1.pdb;2e9w_A.pdb;2e9w_C_2.pdb;47.62875494360653
13298;2dvw_A;2i1n_A;0;-;-;-;-;-1.0
13299;1ef1_A;1ef1_C;99;1ef1_0_3_A_2.pdb;1ef1_0_3_C_2.pdb;1ef1_A.pdb;1ef1_C_99.pdb;0.7108030320069553
13300;2dvw_A;2i1n_B;0;-;-;-;-;-1.0
13301;2dvw_A;2iae_A;0;-;-;-;-;-1.0
13302;2jjs_A;2jjs_A;45;2jjw_0_1_A_2.pdb;2jjw_0_1_A_1.pdb;2jjs_A.pdb;2jjs_A_45.pdb;16.07603675956688
13303;3d0g_A;3d0g_E;39;3d0g_0_1_A_1.pdb;3d0g_0_1_E_1.pdb;3d0g_A.pdb;3d0g_E_39.pdb;16.12307468378135
13304;2djg_C;3cwb_P;0;-;-;-;-;-1.0
13305;1ydi_A;1ydi_A;518;2hsq_0_3_A_4.pdb;2hsq_0_3_A_3.pdb;1ydi_A.pdb;1ydi_A_518.pdb;37.661398368582006
13306;2djg_C;3brw_B;0;-;-;-;-;-1.0
13307;2odb_A;2odb_A;46;2odb_0_4_A_2.pdb;2odb_0_4_A_1.pdb;2odb_A.pdb;2odb_A_46.pdb;20.526694353157378
13308;2gix_B;2gix_D;17;2gix_0_2_B_2.pdb;2gix_0_2_D_2.pdb;2gix_B.pdb;2gix_D_17.pdb;19.32384219988406
13309;2djg_C;3d2u_B;0;-;-;-;-;-1.0
13310;2djg_C;3c66_A;0;-;-;-;-;-1.0
13311;1i7x_A;1i7x_C;326;1i7x_0_1_A_1.pdb;1i7x_0_1_C_1.pdb;1i7x_A.pdb;1i7x_C_326.pdb;14.13714220720887
13312;2djg_B;3c66_A;0;-;-;-;-;-1.0
13313;2djg_C;3ch5_B;0;-;-;-;-;-1.0
13314;2jjs_A;2jjs_A;46;2jjw_0_1_A_2.pdb;2jjw_0_1_A_1.pdb;2jjs_A.pdb;2jjs_A_46.pdb;14.16564152435923
13315;2djg_B;3bc1_E;0;-;-;-;-;-1.0
13316;2djg_B;3bc1_B;0;-;-;-;-;-1.0
13317;2djg_B;3ch5_B;0;-;-;-;-;-1.0
13318;1ef1_A;1ef1_C;100;1ef1_0_3_A_2.pdb;1ef1_0_3_C_2.pdb;1ef1_A.pdb;1ef1_C_100.pdb;0.7108030320069553
13319;2dvw_A;2dvw_B;1;2dvw_0_1_A_1.pdb;2dvw_0_1_B_1.pdb;2dvw_A.pdb;2dvw_B_1.pdb;19.422184306475575
13320;2djg_B;3cwb_P;0;-;-;-;-;-1.0
13321;2djg_B;3d2u_B;0;-;-;-;-;-1.0
13322;2odb_A;2odb_A;47;2odb_0_4_A_2.pdb;2odb_0_4_A_1.pdb;2odb_A.pdb;2odb_A_47.pdb;20.526694353157378
13323;1atn_A;3byh_A;44;4jhd_0_1_A_1.pdb;4jhd_0_1_B_1.pdb;1atn_A.pdb;3byh_A_44.pdb;14.170767636007051
13324;2djg_B;3brw_B;0;-;-;-;-;-1.0
13325;2jjs_A;2jjs_A;47;2jjw_0_1_A_2.pdb;2jjw_0_1_A_1.pdb;2jjs_A.pdb;2jjs_A_47.pdb;16.076039637979484
13326;2djg_C;2e9w_A;0;-;-;-;-;-1.0
13327;2e9w_A;2e9w_C;3;2e9w_0_1_A_1.pdb;2e9w_0_1_C_1.pdb;2e9w_A.pdb;2e9w_C_3.pdb;48.421907236508645
13328;2djg_C;2dvw_B;0;-;-;-;-;-1.0
13329;1ydi_A;1ydi_A;519;2hsq_0_3_A_4.pdb;2hsq_0_3_A_3.pdb;1ydi_A.pdb;1ydi_A_519.pdb;37.661398368582006
13330;2djg_C;2e9x_B;0;-;-;-;-;-1.0
13331;2djg_C;2e9x_C;0;-;-;-;-;-1.0
13332;2dvw_A;2dvw_B;2;2dvw_0_1_A_1.pdb;2dvw_0_1_B_1.pdb;2dvw_A.pdb;2dvw_B_2.pdb;22.514829592820462
13333;2djg_C;2e9x_D;0;-;-;-;-;-1.0
13334;2djg_C;2e9x_A;0;-;-;-;-;-1.0
13335;2jjs_A;2jjs_A;48;2jjw_0_1_A_2.pdb;2jjw_0_1_A_1.pdb;2jjs_A.pdb;2jjs_A_48.pdb;16.29469644841071
13336;2djg_C;2h0d_B;0;-;-;-;-;-1.0
13337;2djg_C;2i1n_A;0;-;-;-;-;-1.0
13338;1ef1_A;1ef1_C;101;1ef1_0_3_A_2.pdb;1ef1_0_3_C_2.pdb;1ef1_A.pdb;1ef1_C_101.pdb;0.7108054361409396
13339;2odb_A;2odb_A;48;2odb_0_4_A_2.pdb;2odb_0_4_A_1.pdb;2odb_A.pdb;2odb_A_48.pdb;16.85489912243456
13340;2djg_C;2i32_A;0;-;-;-;-;-1.0
13341;2djg_C;2i1n_B;0;-;-;-;-;-1.0
13342;2iae_A;2iae_B;13;2iae_0_1_A_1.pdb;2iae_0_1_B_1.pdb;2iae_A.pdb;2iae_B_13.pdb;40.686132063901816
13343;3d0g_A;3d0g_E;40;3d0g_0_1_A_1.pdb;3d0g_0_1_E_1.pdb;3d0g_A.pdb;3d0g_E_40.pdb;16.123075014926698
13344;2djg_C;2i32_E;0;-;-;-;-;-1.0
13345;2djg_C;2iae_B;0;-;-;-;-;-1.0
13346;2jjs_A;2jjs_A;49;2jjw_0_1_A_2.pdb;2jjw_0_1_A_1.pdb;2jjs_A.pdb;2jjs_A_49.pdb;17.584412548588514
13347;2djg_C;2jz3_B;0;-;-;-;-;-1.0
13348;2dvw_A;2dvw_B;3;2dvw_0_1_A_1.pdb;2dvw_0_1_B_1.pdb;2dvw_A.pdb;2dvw_B_3.pdb;19.422184306475575
13349;2djg_C;2jz3_C;0;-;-;-;-;-1.0
13350;1ydi_A;1ydi_A;520;2hsq_0_3_A_4.pdb;2hsq_0_3_A_3.pdb;1ydi_A.pdb;1ydi_A_520.pdb;37.661393198114595
13351;2djg_C;2nl9_A;0;-;-;-;-;-1.0
13352;2e9w_A;2e9w_C;4;2e9w_0_1_A_1.pdb;2e9w_0_1_C_1.pdb;2e9w_A.pdb;2e9w_C_4.pdb;47.62876817355318
13353;2djg_C;2nl9_B;0;-;-;-;-;-1.0
13354;2djg_C;2nnw_B;0;-;-;-;-;-1.0
13355;2odb_A;2odb_A;49;2odb_0_4_A_2.pdb;2odb_0_4_A_1.pdb;2odb_A.pdb;2odb_A_49.pdb;16.247265068677603
13356;1i7x_A;1i7x_C;327;1i7x_0_1_A_1.pdb;1i7x_0_1_C_1.pdb;1i7x_A.pdb;1i7x_C_327.pdb;14.137139322023067
13357;1atn_A;3byh_A;45;4jhd_0_1_A_1.pdb;4jhd_0_1_B_1.pdb;1atn_A.pdb;3byh_A_45.pdb;14.170746267105864
13358;2jjs_A;2jjs_A;50;2jjw_0_1_A_2.pdb;2jjw_0_1_A_1.pdb;2jjs_A.pdb;2jjs_A_50.pdb;17.902594678767333
13359;1ef1_A;1ef1_C;102;1ef1_0_3_A_2.pdb;1ef1_0_3_C_2.pdb;1ef1_A.pdb;1ef1_C_102.pdb;0.7108149529750883
13360;2djg_C;2nvu_B;0;-;-;-;-;-1.0
13361;2djg_C;2o8a_A;0;-;-;-;-;-1.0
13362;2djg_C;2ot3_B;0;-;-;-;-;-1.0
13363;2dvw_A;2dvw_B;4;2dvw_0_1_A_1.pdb;2dvw_0_1_B_1.pdb;2dvw_A.pdb;2dvw_B_4.pdb;19.422184306475575
13364;2djg_C;2ot3_A;0;-;-;-;-;-1.0
13365;2djg_C;2p1m_A;0;-;-;-;-;-1.0
13366;2jjs_A;2jjs_A;51;2jjw_0_1_A_2.pdb;2jjw_0_1_A_1.pdb;2jjs_A.pdb;2jjs_A_51.pdb;17.703395496119395
13367;2djg_C;2p1m_B;0;-;-;-;-;-1.0
13368;2djg_C;2pav_P;0;-;-;-;-;-1.0
13369;2djg_C;2pjy_A;0;-;-;-;-;-1.0
13370;2djg_C;2rhk_A;0;-;-;-;-;-1.0
13371;2odb_A;2odb_A;50;2odb_0_4_A_2.pdb;2odb_0_4_A_1.pdb;2odb_A.pdb;2odb_A_50.pdb;21.1786540260068
13372;3d0g_A;3d0g_E;41;3d0g_0_1_A_1.pdb;3d0g_0_1_E_1.pdb;3d0g_A.pdb;3d0g_E_41.pdb;25.74733086421885
13373;2djg_C;2rgn_C;0;-;-;-;-;-1.0
13374;2dvw_A;2dvw_B;5;2dvw_0_1_A_1.pdb;2dvw_0_1_B_1.pdb;2dvw_A.pdb;2dvw_B_5.pdb;17.13853401356027
13375;1ef1_A;1ef1_C;103;1ef1_0_3_A_2.pdb;1ef1_0_3_C_2.pdb;1ef1_A.pdb;1ef1_C_103.pdb;0.7108076326038864
13376;2djg_C;2rhk_C;0;-;-;-;-;-1.0
13377;2djg_C;2v8q_E;0;-;-;-;-;-1.0
13378;1ydi_A;1ydi_A;521;2hsq_0_3_A_4.pdb;2hsq_0_3_A_3.pdb;1ydi_A.pdb;1ydi_A_521.pdb;37.66140678427041
13379;2jjs_A;2jjs_A;52;2jjw_0_1_A_2.pdb;2jjw_0_1_A_1.pdb;2jjs_A.pdb;2jjs_A_52.pdb;16.29467528122312
13380;2e9w_A;2e9w_C;5;2e9w_0_1_A_1.pdb;2e9w_0_1_C_1.pdb;2e9w_A.pdb;2e9w_C_5.pdb;54.33126688177199
13381;2iae_A;2iae_B;14;2iae_0_1_A_1.pdb;2iae_0_1_B_1.pdb;2iae_A.pdb;2iae_B_14.pdb;28.356646719937196
13382;2djg_C;2vgl_M;0;-;-;-;-;-1.0
13383;2djg_C;2vp7_A;0;-;-;-;-;-1.0
13384;2djg_C;2vp7_B;0;-;-;-;-;-1.0
13385;2djg_C;2z3q_B;0;-;-;-;-;-1.0
13386;2djg_C;2z3q_C;0;-;-;-;-;-1.0
13387;2jjs_A;2jjs_A;53;2jjw_0_1_A_2.pdb;2jjw_0_1_A_1.pdb;2jjs_A.pdb;2jjs_A_53.pdb;16.076039637979484
13388;2odb_A;2odb_A;51;2odb_0_4_A_2.pdb;2odb_0_4_A_1.pdb;2odb_A.pdb;2odb_A_51.pdb;20.52669664067189
13389;1atn_A;3byh_A;46;4jhd_0_1_A_1.pdb;4jhd_0_1_B_1.pdb;1atn_A.pdb;3byh_A_46.pdb;20.821174140288875
13390;2djg_C;2z5h_B;0;-;-;-;-;-1.0
13391;2djg_C;2zl1_A;0;-;-;-;-;-1.0
13392;2dvw_A;2dvw_B;6;2dvw_0_1_A_1.pdb;2dvw_0_1_B_1.pdb;2dvw_A.pdb;2dvw_B_6.pdb;17.13853540462272
13393;1ef1_A;1ef1_C;104;1ef1_0_3_A_2.pdb;1ef1_0_3_C_2.pdb;1ef1_A.pdb;1ef1_C_104.pdb;0.7108077931791902
13394;2djg_C;2zch_P;0;-;-;-;-;-1.0
13395;2djg_C;2z5h_I;0;-;-;-;-;-1.0
13396;2djg_C;3bc1_B;0;-;-;-;-;-1.0
13397;2jjs_A;2jjs_A;54;2jjw_0_1_A_2.pdb;2jjw_0_1_A_1.pdb;2jjs_A.pdb;2jjs_A_54.pdb;16.07603869251835
13398;2djg_A;2z3q_B;0;-;-;-;-;-1.0
13399;2djg_C;3bc1_E;0;-;-;-;-;-1.0
13400;1ydi_A;1ydi_A;522;2hsq_0_3_A_4.pdb;2hsq_0_3_A_3.pdb;1ydi_A.pdb;1ydi_A_522.pdb;37.661398368582006
13401;1i7x_A;1i7x_C;328;1i7x_0_1_A_1.pdb;1i7x_0_1_C_1.pdb;1i7x_A.pdb;1i7x_C_328.pdb;14.137131399634328
13402;2djg_A;2z3q_C;0;-;-;-;-;-1.0
13403;2dvw_A;2dvw_B;7;2dvw_0_1_A_1.pdb;2dvw_0_1_B_1.pdb;2dvw_A.pdb;2dvw_B_7.pdb;21.33326375517643
13404;2e9w_A;2e9w_C;6;2e9w_0_1_A_1.pdb;2e9w_0_1_C_1.pdb;2e9w_A.pdb;2e9w_C_6.pdb;47.628772276763605
13405;2djg_A;2z5h_B;0;-;-;-;-;-1.0
13406;2odb_A;2odb_A;52;2odb_0_4_A_2.pdb;2odb_0_4_A_1.pdb;2odb_A.pdb;2odb_A_52.pdb;21.1786540260068
13407;2djg_A;2z5h_I;0;-;-;-;-;-1.0
13408;2jjs_A;2jjs_A;55;2jjw_0_1_A_2.pdb;2jjw_0_1_A_1.pdb;2jjs_A.pdb;2jjs_A_55.pdb;14.165619184667136
13409;2djg_A;2zch_P;0;-;-;-;-;-1.0
13410;3d0g_A;3d0g_E;42;3d0g_0_1_A_1.pdb;3d0g_0_1_E_1.pdb;3d0g_A.pdb;3d0g_E_42.pdb;16.123075014926698
13411;2djg_A;3brw_B;0;-;-;-;-;-1.0
13412;2djg_A;2zl1_A;0;-;-;-;-;-1.0
13413;1ef1_A;1ef1_C;105;1ef1_0_3_A_2.pdb;1ef1_0_3_C_2.pdb;1ef1_A.pdb;1ef1_C_105.pdb;0.7108089235177214
13414;2djg_A;3bc1_E;0;-;-;-;-;-1.0
13415;2djg_A;3c66_A;0;-;-;-;-;-1.0
13416;2dvw_A;2dvw_B;8;2dvw_0_1_A_1.pdb;2dvw_0_1_B_1.pdb;2dvw_A.pdb;2dvw_B_8.pdb;19.42218452772888
13417;2djg_A;3bc1_B;0;-;-;-;-;-1.0
13418;2jjs_A;2jjs_A;56;2jjw_0_1_A_2.pdb;2jjw_0_1_A_1.pdb;2jjs_A.pdb;2jjs_A_56.pdb;16.294693862206877
13419;2djg_A;3ch5_B;0;-;-;-;-;-1.0
13420;2iae_A;2iae_B;15;2iae_0_1_A_1.pdb;2iae_0_1_B_1.pdb;2iae_A.pdb;2iae_B_15.pdb;35.65010826471031
13421;1ydi_A;1ydi_A;523;2hsq_0_3_A_4.pdb;2hsq_0_3_A_3.pdb;1ydi_A.pdb;1ydi_A_523.pdb;37.66140256263269
13422;2djg_A;3cwb_P;0;-;-;-;-;-1.0
13423;2djg_A;3d2u_B;0;-;-;-;-;-1.0
13424;2odb_A;2odb_A;53;2odb_0_4_A_2.pdb;2odb_0_4_A_1.pdb;2odb_A.pdb;2odb_A_53.pdb;21.17867013692805
13425;1atn_A;3byh_A;47;4jhd_0_1_A_1.pdb;4jhd_0_1_B_1.pdb;1atn_A.pdb;3byh_A_47.pdb;27.448422347262724
13426;2djg_B;2dvw_B;0;-;-;-;-;-1.0
13427;2djg_B;2e9w_A;0;-;-;-;-;-1.0
13428;2djg_B;2e9x_B;0;-;-;-;-;-1.0
13429;2djg_B;2e9x_C;0;-;-;-;-;-1.0
13430;2jjs_A;2jjs_A;57;2jjw_0_1_A_2.pdb;2jjw_0_1_A_1.pdb;2jjs_A.pdb;2jjs_A_57.pdb;16.076039637979484
13431;2djg_B;2e9x_A;0;-;-;-;-;-1.0
13432;2e9w_A;2e9w_C;7;2e9w_0_1_A_1.pdb;2e9w_0_1_C_1.pdb;2e9w_A.pdb;2e9w_C_7.pdb;47.62876817355318
13433;1ef1_A;1ef1_C;106;1ef1_0_3_A_2.pdb;1ef1_0_3_C_2.pdb;1ef1_A.pdb;1ef1_C_106.pdb;0.7108050287200114
13434;2dvw_A;2dvw_B;9;2dvw_0_1_A_1.pdb;2dvw_0_1_B_1.pdb;2dvw_A.pdb;2dvw_B_9.pdb;22.514825075247494
13435;2djg_B;2e9x_D;0;-;-;-;-;-1.0
13436;2djg_B;2h0d_B;0;-;-;-;-;-1.0
13437;2djg_B;2i1n_B;0;-;-;-;-;-1.0
13438;2djg_B;2i1n_A;0;-;-;-;-;-1.0
13439;2odb_A;2odb_A;54;2odb_0_4_A_2.pdb;2odb_0_4_A_1.pdb;2odb_A.pdb;2odb_A_54.pdb;20.526680325670117
13440;2jjs_A;2jjs_A;58;2jjw_0_1_A_2.pdb;2jjw_0_1_A_1.pdb;2jjs_A.pdb;2jjs_A_58.pdb;16.294693862206877
13441;2djg_B;2i32_A;0;-;-;-;-;-1.0
13442;3d0g_A;3d0g_E;43;3d0g_0_1_A_1.pdb;3d0g_0_1_E_1.pdb;3d0g_A.pdb;3d0g_E_43.pdb;29.985692285660935
13443;2djg_B;2i32_E;0;-;-;-;-;-1.0
13444;2djg_B;2iae_B;0;-;-;-;-;-1.0
13445;2dvw_A;2dvw_B;10;2dvw_0_1_A_1.pdb;2dvw_0_1_B_1.pdb;2dvw_A.pdb;2dvw_B_10.pdb;22.51482235098833
13446;1ydi_A;1ydi_A;524;2hsq_0_3_A_4.pdb;2hsq_0_3_A_3.pdb;1ydi_A.pdb;1ydi_A_524.pdb;37.66139343982907
13447;2djg_B;2jz3_C;0;-;-;-;-;-1.0
13448;2djg_B;2jz3_B;0;-;-;-;-;-1.0
13449;1i7x_A;1i7x_C;329;1i7x_0_1_A_1.pdb;1i7x_0_1_C_1.pdb;1i7x_A.pdb;1i7x_C_329.pdb;14.137147376502469
13450;1ef1_A;1ef1_C;107;1ef1_0_3_A_2.pdb;1ef1_0_3_C_2.pdb;1ef1_A.pdb;1ef1_C_107.pdb;0.7108095337542731
13451;2djg_B;2nl9_A;0;-;-;-;-;-1.0
13452;2djg_B;2nl9_B;0;-;-;-;-;-1.0
13453;2jjs_A;2jjs_A;59;2jjw_0_1_A_2.pdb;2jjw_0_1_A_1.pdb;2jjs_A.pdb;2jjs_A_59.pdb;16.07603675956688
13454;2djg_B;2nnw_B;0;-;-;-;-;-1.0
13455;1atn_A;3byh_A;48;4jhd_0_1_A_1.pdb;4jhd_0_1_B_1.pdb;1atn_A.pdb;3byh_A_48.pdb;14.170767636007051
13456;2odb_A;2odb_A;55;2odb_0_4_A_2.pdb;2odb_0_4_A_1.pdb;2odb_A.pdb;2odb_A_55.pdb;20.526694353157378
13457;2djg_B;2nvu_B;0;-;-;-;-;-1.0
13458;2djg_B;2o8a_A;0;-;-;-;-;-1.0
13459;2e9w_A;2e9w_C;8;2e9w_0_1_A_1.pdb;2e9w_0_1_C_1.pdb;2e9w_A.pdb;2e9w_C_8.pdb;56.48159789676349
13460;2dvw_A;2dvw_B;11;2dvw_0_1_A_1.pdb;2dvw_0_1_B_1.pdb;2dvw_A.pdb;2dvw_B_11.pdb;18.087581848481395
13461;2djg_B;2ot3_A;0;-;-;-;-;-1.0
13462;2iae_A;2iae_B;16;2iae_0_1_A_1.pdb;2iae_0_1_B_1.pdb;2iae_A.pdb;2iae_B_16.pdb;35.65010544106893
13463;2djg_B;2ot3_B;0;-;-;-;-;-1.0
13464;2jjs_A;2jjs_A;60;2jjw_0_1_A_2.pdb;2jjw_0_1_A_1.pdb;2jjs_A.pdb;2jjs_A_60.pdb;16.07604451993605
13465;2djg_B;2p1m_A;0;-;-;-;-;-1.0
13466;2djg_B;2p1m_B;0;-;-;-;-;-1.0
13467;2djg_B;2pav_P;0;-;-;-;-;-1.0
13468;1ydi_A;1ydi_A;525;2hsq_0_3_A_4.pdb;2hsq_0_3_A_3.pdb;1ydi_A.pdb;1ydi_A_525.pdb;37.661398368582006
13469;2djg_B;2rgn_C;0;-;-;-;-;-1.0
13470;2djg_B;2pjy_A;0;-;-;-;-;-1.0
13471;1ef1_A;1ef1_C;108;1ef1_0_3_A_2.pdb;1ef1_0_3_C_2.pdb;1ef1_A.pdb;1ef1_C_108.pdb;0.7108054361409396
13472;2jjs_A;2jjs_A;61;2jjw_0_1_A_2.pdb;2jjw_0_1_A_1.pdb;2jjs_A.pdb;2jjs_A_61.pdb;16.2946876945573
13473;2odb_A;2odb_A;56;2odb_0_4_A_2.pdb;2odb_0_4_A_1.pdb;2odb_A.pdb;2odb_A_56.pdb;20.26055222781658
13474;2dvw_A;2dvw_B;12;2dvw_0_1_A_1.pdb;2dvw_0_1_B_1.pdb;2dvw_A.pdb;2dvw_B_12.pdb;21.57953352915605
13475;2djg_B;2rhk_C;0;-;-;-;-;-1.0
13476;2djg_B;2rhk_A;0;-;-;-;-;-1.0
13477;2djg_B;2vgl_M;0;-;-;-;-;-1.0
13478;2djg_B;2v8q_E;0;-;-;-;-;-1.0
13479;3d0g_A;3d0g_E;44;3d0g_0_1_A_1.pdb;3d0g_0_1_E_1.pdb;3d0g_A.pdb;3d0g_E_44.pdb;29.985691648238568
13480;2djg_B;2vp7_A;0;-;-;-;-;-1.0
13481;2djg_B;2z3q_B;0;-;-;-;-;-1.0
13482;2djg_B;2vp7_B;0;-;-;-;-;-1.0
13483;2e9w_A;2e9w_C;9;2e9w_0_1_A_1.pdb;2e9w_0_1_C_1.pdb;2e9w_A.pdb;2e9w_C_9.pdb;56.481602826861575
13484;2jjs_A;2jjs_A;62;2jjw_0_1_A_2.pdb;2jjw_0_1_A_1.pdb;2jjs_A.pdb;2jjs_A_62.pdb;17.902517704769995
13485;2djg_B;2z3q_C;0;-;-;-;-;-1.0
13486;2djg_B;2z5h_B;0;-;-;-;-;-1.0
13487;2dvw_A;2dvw_B;13;2dvw_0_1_A_1.pdb;2dvw_0_1_B_1.pdb;2dvw_A.pdb;2dvw_B_13.pdb;20.990428160803727
13488;1atn_A;3byh_A;49;4jhd_0_1_A_1.pdb;4jhd_0_1_B_1.pdb;1atn_A.pdb;3byh_A_49.pdb;14.170766192627031
13489;2djg_B;2z5h_I;0;-;-;-;-;-1.0
13490;2djg_B;2zch_P;0;-;-;-;-;-1.0
