;rec;lig;#dock;pdb_expr_rec;pdb_expr_lig;pdb_dock_rec;pdb_dock_lig;deviation
3842;2rhk_C;2rhk_C;18;2rhk_0_2_C_1.pdb;2rhk_0_2_D_2.pdb;2rhk_C.pdb;2rhk_C_18.pdb;17.321118688746676
3843;2z3q_B;2z3q_C;76;2z3q_0_1_B_1.pdb;2z3q_0_1_A_1.pdb;2z3q_B.pdb;2z3q_C_76.pdb;0.8279633342838648
3844;3bpl_B;3bpl_C;75;3bpl_0_1_B_1.pdb;3bpl_0_1_C_1.pdb;3bpl_B.pdb;3bpl_C_75.pdb;11.56047092825134
3845;2z5h_I;2z5h_I;62;2z5i_0_6_I_1.pdb;2z5i_0_6_J_1.pdb;2z5h_I.pdb;2z5h_I_62.pdb;15.319948174937508
3846;2v8q_B;2v8q_E;36;2v8q_0_1_B_1.pdb;2v8q_0_1_E_1.pdb;2v8q_B.pdb;2v8q_E_36.pdb;18.91416042496818
3847;1ydi_A;1ydi_A;196;2hsq_0_3_A_4.pdb;2hsq_0_3_A_3.pdb;1ydi_A.pdb;1ydi_A_196.pdb;37.661398368582006
3848;2pav_A;3byh_A;2;4jhd_0_1_A_1.pdb;4jhd_0_1_B_1.pdb;2pav_A.pdb;3byh_A_2.pdb;17.093905162557622
3849;2z3q_C;3bpl_C;65;4gs7_0_1_A_1.pdb;4gs7_0_1_C_1.pdb;2z3q_C.pdb;3bpl_C_65.pdb;12.4605895152864
3850;2z5h_B;2z5h_B;59;2z5h_0_1_B_1.pdb;2z5h_0_1_A_1.pdb;2z5h_B.pdb;2z5h_B_59.pdb;28.57545952835083
3851;2z5h_B;2z5h_I;100;2z5h_0_1_B_1.pdb;2z5h_0_1_I_1.pdb;2z5h_B.pdb;2z5h_I_100.pdb;10.902475632823228
3852;1i7x_A;1i7x_C;177;1i7x_0_1_A_1.pdb;1i7x_0_1_C_1.pdb;1i7x_A.pdb;1i7x_C_177.pdb;14.137135621915931
3853;2rhk_A;2rhk_A;19;2rhk_0_4_A_1.pdb;2rhk_0_4_B_1.pdb;2rhk_A.pdb;2rhk_A_19.pdb;14.917168166385931
3854;2pav_A;2pav_P;10;2pav_0_1_A_1.pdb;2pav_0_1_P_1.pdb;2pav_A.pdb;2pav_P_10.pdb;1.5649866606625473
3855;2rgn_C;2rgn_C;23;1z2c_0_1_A_2.pdb;1z2c_0_1_A_1.pdb;2rgn_C.pdb;2rgn_C_23.pdb;18.091922065935933
3856;2vp7_A;2vp7_A;53;2yyr_0_1_A_1.pdb;2yyr_0_1_B_1.pdb;2vp7_A.pdb;2vp7_A_53.pdb;7.448326028672509
3857;2vp7_A;2vp7_B;73;2vp7_0_1_A_1.pdb;2vp7_0_1_B_1.pdb;2vp7_A.pdb;2vp7_B_73.pdb;12.966142348979071
3858;2z5h_I;2z5h_I;63;2z5i_0_6_I_1.pdb;2z5i_0_6_J_1.pdb;2z5h_I.pdb;2z5h_I_63.pdb;14.817179831512565
3859;2rhk_C;2rhk_C;19;2rhk_0_2_C_1.pdb;2rhk_0_2_D_2.pdb;2rhk_C.pdb;2rhk_C_19.pdb;17.62181857283022
3860;2z3q_B;2z3q_C;77;2z3q_0_1_B_1.pdb;2z3q_0_1_A_1.pdb;2z3q_B.pdb;2z3q_C_77.pdb;12.100395382559157
3861;2z5h_B;2z5h_B;60;2z5h_0_1_B_1.pdb;2z5h_0_1_A_1.pdb;2z5h_B.pdb;2z5h_B_60.pdb;28.57545034345488
3862;2z5h_B;2z5h_I;101;2z5h_0_1_B_1.pdb;2z5h_0_1_I_1.pdb;2z5h_B.pdb;2z5h_I_101.pdb;10.902475632823228
3863;2v8q_B;2v8q_E;37;2v8q_0_1_B_1.pdb;2v8q_0_1_E_1.pdb;2v8q_B.pdb;2v8q_E_37.pdb;0.3320589524199433
3864;3bpl_B;3bpl_C;76;3bpl_0_1_B_1.pdb;3bpl_0_1_C_1.pdb;3bpl_B.pdb;3bpl_C_76.pdb;16.616764390706315
3865;2z5h_I;2z5h_I;64;2z5i_0_6_I_1.pdb;2z5i_0_6_J_1.pdb;2z5h_I.pdb;2z5h_I_64.pdb;15.319948174937508
3866;2z3q_C;3bpl_C;66;4gs7_0_1_A_1.pdb;4gs7_0_1_C_1.pdb;2z3q_C.pdb;3bpl_C_66.pdb;13.61631264464771
3867;2rhk_A;2rhk_A;20;2rhk_0_4_A_1.pdb;2rhk_0_4_B_1.pdb;2rhk_A.pdb;2rhk_A_20.pdb;13.611474771215446
3868;1ydi_A;1ydi_A;197;2hsq_0_3_A_4.pdb;2hsq_0_3_A_3.pdb;1ydi_A.pdb;1ydi_A_197.pdb;37.661402590221286
3869;2vp7_A;2vp7_B;74;2vp7_0_1_A_1.pdb;2vp7_0_1_B_1.pdb;2vp7_A.pdb;2vp7_B_74.pdb;12.9661425037931
3870;2vp7_A;2vp7_A;54;2yyr_0_1_A_1.pdb;2yyr_0_1_B_1.pdb;2vp7_A.pdb;2vp7_A_54.pdb;10.244989309716626
3871;2rhk_C;2rhk_C;20;2rhk_0_2_C_1.pdb;2rhk_0_2_D_2.pdb;2rhk_C.pdb;2rhk_C_20.pdb;17.621812854704658
3872;2pav_A;3byh_A;3;4jhd_0_1_A_1.pdb;4jhd_0_1_B_1.pdb;2pav_A.pdb;3byh_A_3.pdb;9.811470495551696
3873;2rgn_C;2rgn_C;24;1z2c_0_1_A_2.pdb;1z2c_0_1_A_1.pdb;2rgn_C.pdb;2rgn_C_24.pdb;15.772793431044612
3874;2z5h_B;2z5h_B;61;2z5h_0_1_B_1.pdb;2z5h_0_1_A_1.pdb;2z5h_B.pdb;2z5h_B_61.pdb;28.575452903543134
3875;2z3q_B;2z3q_C;78;2z3q_0_1_B_1.pdb;2z3q_0_1_A_1.pdb;2z3q_B.pdb;2z3q_C_78.pdb;12.100394155777588
3876;2pav_A;2pav_P;11;2pav_0_1_A_1.pdb;2pav_0_1_P_1.pdb;2pav_A.pdb;2pav_P_11.pdb;1.5649945621545684
3877;2z5h_B;2z5h_I;102;2z5h_0_1_B_1.pdb;2z5h_0_1_I_1.pdb;2z5h_B.pdb;2z5h_I_102.pdb;10.902475632823228
3878;2z5h_I;2z5h_I;65;2z5i_0_6_I_1.pdb;2z5i_0_6_J_1.pdb;2z5h_I.pdb;2z5h_I_65.pdb;15.319948174937508
3879;1i7x_A;1i7x_C;178;1i7x_0_1_A_1.pdb;1i7x_0_1_C_1.pdb;1i7x_A.pdb;1i7x_C_178.pdb;14.137149028498998
3880;2rhk_A;2rhk_A;21;2rhk_0_4_A_1.pdb;2rhk_0_4_B_1.pdb;2rhk_A.pdb;2rhk_A_21.pdb;13.611433279014829
3881;2v8q_B;2v8q_E;38;2v8q_0_1_B_1.pdb;2v8q_0_1_E_1.pdb;2v8q_B.pdb;2v8q_E_38.pdb;0.3320589524199433
3882;2z3q_C;3bpl_C;67;4gs7_0_1_A_1.pdb;4gs7_0_1_C_1.pdb;2z3q_C.pdb;3bpl_C_67.pdb;13.710912701135417
3883;2vp7_A;2vp7_A;55;2yyr_0_1_A_1.pdb;2yyr_0_1_B_1.pdb;2vp7_A.pdb;2vp7_A_55.pdb;10.525719487649138
3884;2vp7_A;2vp7_B;75;2vp7_0_1_A_1.pdb;2vp7_0_1_B_1.pdb;2vp7_A.pdb;2vp7_B_75.pdb;12.9661425037931
3885;3bpl_B;3bpl_C;77;3bpl_0_1_B_1.pdb;3bpl_0_1_C_1.pdb;3bpl_B.pdb;3bpl_C_77.pdb;11.560449903172142
3886;2rhk_C;2rhk_C;21;2rhk_0_2_C_1.pdb;2rhk_0_2_D_2.pdb;2rhk_C.pdb;2rhk_C_21.pdb;17.321118688746676
3887;2z5h_B;2z5h_B;62;2z5h_0_1_B_1.pdb;2z5h_0_1_A_1.pdb;2z5h_B.pdb;2z5h_B_62.pdb;28.575462258206716
3888;2z5h_B;2z5h_I;103;2z5h_0_1_B_1.pdb;2z5h_0_1_I_1.pdb;2z5h_B.pdb;2z5h_I_103.pdb;10.902474731204112
3889;2z3q_B;2z3q_C;79;2z3q_0_1_B_1.pdb;2z3q_0_1_A_1.pdb;2z3q_B.pdb;2z3q_C_79.pdb;12.100394155777588
3890;1ydi_A;1ydi_A;198;2hsq_0_3_A_4.pdb;2hsq_0_3_A_3.pdb;1ydi_A.pdb;1ydi_A_198.pdb;37.661398368582006
3891;2z5h_I;2z5h_I;66;2z5i_0_6_I_1.pdb;2z5i_0_6_J_1.pdb;2z5h_I.pdb;2z5h_I_66.pdb;15.319948174937508
3892;2rgn_C;2rgn_C;25;1z2c_0_1_A_2.pdb;1z2c_0_1_A_1.pdb;2rgn_C.pdb;2rgn_C_25.pdb;18.343963013621035
3893;2vp7_A;2vp7_B;76;2vp7_0_1_A_1.pdb;2vp7_0_1_B_1.pdb;2vp7_A.pdb;2vp7_B_76.pdb;12.966142348979071
3894;2vp7_A;2vp7_A;56;2yyr_0_1_A_1.pdb;2yyr_0_1_B_1.pdb;2vp7_A.pdb;2vp7_A_56.pdb;10.244989309716626
3895;2z5h_B;2z5h_I;104;2z5h_0_1_B_1.pdb;2z5h_0_1_I_1.pdb;2z5h_B.pdb;2z5h_I_104.pdb;10.902453121897265
3896;2pav_A;2pav_P;12;2pav_0_1_A_1.pdb;2pav_0_1_P_1.pdb;2pav_A.pdb;2pav_P_12.pdb;1.5649590492882863
3897;2rhk_A;2rhk_A;22;2rhk_0_4_A_1.pdb;2rhk_0_4_B_1.pdb;2rhk_A.pdb;2rhk_A_22.pdb;13.611474771215446
3898;2z5h_B;2z5h_B;63;2z5h_0_1_B_1.pdb;2z5h_0_1_A_1.pdb;2z5h_B.pdb;2z5h_B_63.pdb;28.575461563754672
3899;2z5h_I;2z5h_I;67;2z5i_0_6_I_1.pdb;2z5i_0_6_J_1.pdb;2z5h_I.pdb;2z5h_I_67.pdb;15.319948329867522
3900;2z3q_C;3bpl_C;68;4gs7_0_1_A_1.pdb;4gs7_0_1_C_1.pdb;2z3q_C.pdb;3bpl_C_68.pdb;18.064895089360217
3901;2pav_A;3byh_A;4;4jhd_0_1_A_1.pdb;4jhd_0_1_B_1.pdb;2pav_A.pdb;3byh_A_4.pdb;17.0938911510005
3902;2v8q_B;2v8q_E;39;2v8q_0_1_B_1.pdb;2v8q_0_1_E_1.pdb;2v8q_B.pdb;2v8q_E_39.pdb;0.33206371946293045
3903;2rhk_C;2rhk_C;22;2rhk_0_2_C_1.pdb;2rhk_0_2_D_2.pdb;2rhk_C.pdb;2rhk_C_22.pdb;17.321118688746676
3904;2z3q_B;2z3q_C;80;2z3q_0_1_B_1.pdb;2z3q_0_1_A_1.pdb;2z3q_B.pdb;2z3q_C_80.pdb;10.452857268150215
3905;3bpl_B;3bpl_C;78;3bpl_0_1_B_1.pdb;3bpl_0_1_C_1.pdb;3bpl_B.pdb;3bpl_C_78.pdb;16.616764390706315
3906;2z5h_B;2z5h_I;105;2z5h_0_1_B_1.pdb;2z5h_0_1_I_1.pdb;2z5h_B.pdb;2z5h_I_105.pdb;10.902476194582398
3907;2vp7_A;2vp7_A;57;2yyr_0_1_A_1.pdb;2yyr_0_1_B_1.pdb;2vp7_A.pdb;2vp7_A_57.pdb;10.222501610739055
3908;2vp7_A;2vp7_B;77;2vp7_0_1_A_1.pdb;2vp7_0_1_B_1.pdb;2vp7_A.pdb;2vp7_B_77.pdb;12.9661425037931
3909;2rgn_C;2rgn_C;26;1z2c_0_1_A_2.pdb;1z2c_0_1_A_1.pdb;2rgn_C.pdb;2rgn_C_26.pdb;18.34398332906535
3910;2pav_P;2pjy_A;0;-;-;-;-;-1.0
3911;2pav_P;2rgn_C;0;-;-;-;-;-1.0
3912;2z5h_B;2z5h_B;64;2z5h_0_1_B_1.pdb;2z5h_0_1_A_1.pdb;2z5h_B.pdb;2z5h_B_64.pdb;28.575452903543134
3913;1ydi_A;1ydi_A;199;2hsq_0_3_A_4.pdb;2hsq_0_3_A_3.pdb;1ydi_A.pdb;1ydi_A_199.pdb;37.661398368582006
3914;2z5h_I;2z5h_I;68;2z5i_0_6_I_1.pdb;2z5i_0_6_J_1.pdb;2z5h_I.pdb;2z5h_I_68.pdb;15.319948174937508
3915;2pav_P;2rhk_A;0;-;-;-;-;-1.0
3916;1i7x_A;1i7x_C;179;1i7x_0_1_A_1.pdb;1i7x_0_1_C_1.pdb;1i7x_A.pdb;1i7x_C_179.pdb;14.137150020970305
3917;2pav_P;2rhk_C;0;-;-;-;-;-1.0
3918;2pav_P;2v8q_E;0;-;-;-;-;-1.0
3919;2pav_P;2vp7_A;0;-;-;-;-;-1.0
3920;2pav_P;2vp7_B;0;-;-;-;-;-1.0
3921;2pav_P;2z3q_C;0;-;-;-;-;-1.0
3922;2rhk_A;2rhk_A;23;2rhk_0_4_A_1.pdb;2rhk_0_4_B_1.pdb;2rhk_A.pdb;2rhk_A_23.pdb;12.304624061601364
3923;2pav_P;2z3q_B;0;-;-;-;-;-1.0
3924;2rhk_C;2rhk_C;23;2rhk_0_2_C_1.pdb;2rhk_0_2_D_2.pdb;2rhk_C.pdb;2rhk_C_23.pdb;17.62181857283022
3925;2pav_A;2pav_P;13;2pav_0_1_A_1.pdb;2pav_0_1_P_1.pdb;2pav_A.pdb;2pav_P_13.pdb;1.5649718265741879
3926;2pav_P;2z5h_B;0;-;-;-;-;-1.0
3927;2vp7_A;2vp7_B;78;2vp7_0_1_A_1.pdb;2vp7_0_1_B_1.pdb;2vp7_A.pdb;2vp7_B_78.pdb;12.9661425037931
3928;2z3q_B;2z3q_C;81;2z3q_0_1_B_1.pdb;2z3q_0_1_A_1.pdb;2z3q_B.pdb;2z3q_C_81.pdb;12.100395382559157
3929;2z3q_C;3bpl_C;69;4gs7_0_1_A_1.pdb;4gs7_0_1_C_1.pdb;2z3q_C.pdb;3bpl_C_69.pdb;12.46059094439878
3930;2pav_P;2z5h_I;0;-;-;-;-;-1.0
3931;2pav_P;2zch_P;0;-;-;-;-;-1.0
3932;2v8q_B;2v8q_E;40;2v8q_0_1_B_1.pdb;2v8q_0_1_E_1.pdb;2v8q_B.pdb;2v8q_E_40.pdb;0.33209133744962416
3933;2vp7_A;2vp7_A;58;2yyr_0_1_A_1.pdb;2yyr_0_1_B_1.pdb;2vp7_A.pdb;2vp7_A_58.pdb;10.222501610739055
3934;2pav_P;3brw_B;0;-;-;-;-;-1.0
3935;2z5h_I;2z5h_I;69;2z5i_0_6_I_1.pdb;2z5i_0_6_J_1.pdb;2z5h_I.pdb;2z5h_I_69.pdb;15.319948174937508
3936;2z5h_B;2z5h_B;65;2z5h_0_1_B_1.pdb;2z5h_0_1_A_1.pdb;2z5h_B.pdb;2z5h_B_65.pdb;28.575453634634023
3937;3bpl_B;3bpl_C;79;3bpl_0_1_B_1.pdb;3bpl_0_1_C_1.pdb;3bpl_B.pdb;3bpl_C_79.pdb;16.616771916370368
3938;2rgn_C;2rgn_C;27;1z2c_0_1_A_2.pdb;1z2c_0_1_A_1.pdb;2rgn_C.pdb;2rgn_C_27.pdb;18.343803475206652
3939;2pav_A;3byh_A;5;4jhd_0_1_A_1.pdb;4jhd_0_1_B_1.pdb;2pav_A.pdb;3byh_A_5.pdb;21.481526644281068
3940;2vp7_A;2vp7_B;79;2vp7_0_1_A_1.pdb;2vp7_0_1_B_1.pdb;2vp7_A.pdb;2vp7_B_79.pdb;12.9661425037931
3941;2rhk_C;2rhk_C;24;2rhk_0_2_C_1.pdb;2rhk_0_2_D_2.pdb;2rhk_C.pdb;2rhk_C_24.pdb;17.62181857283022
3942;2z3q_B;2z3q_C;82;2z3q_0_1_B_1.pdb;2z3q_0_1_A_1.pdb;2z3q_B.pdb;2z3q_C_82.pdb;12.10039742942021
3943;2z5h_I;2z5h_I;70;2z5i_0_6_I_1.pdb;2z5i_0_6_J_1.pdb;2z5h_I.pdb;2z5h_I_70.pdb;15.319948174937508
3944;1ydi_A;1ydi_A;200;2hsq_0_3_A_4.pdb;2hsq_0_3_A_3.pdb;1ydi_A.pdb;1ydi_A_200.pdb;37.661398368582006
3945;2rhk_A;2rhk_A;24;2rhk_0_4_A_1.pdb;2rhk_0_4_B_1.pdb;2rhk_A.pdb;2rhk_A_24.pdb;10.60669869079874
3946;2z5h_B;2z5h_B;66;2z5h_0_1_B_1.pdb;2z5h_0_1_A_1.pdb;2z5h_B.pdb;2z5h_B_66.pdb;28.575452903543134
3947;2pav_P;3c66_A;0;-;-;-;-;-1.0
3948;2vp7_A;2vp7_A;59;2yyr_0_1_A_1.pdb;2yyr_0_1_B_1.pdb;2vp7_A.pdb;2vp7_A_59.pdb;4.416476833874436
3949;2pav_P;3ch5_B;0;-;-;-;-;-1.0
3950;2p1m_A;2pav_P;0;-;-;-;-;-1.0
3951;2z3q_C;3bpl_C;70;4gs7_0_1_A_1.pdb;4gs7_0_1_C_1.pdb;2z3q_C.pdb;3bpl_C_70.pdb;12.460586696418225
3952;2pav_A;2pav_P;14;2pav_0_1_A_1.pdb;2pav_0_1_P_1.pdb;2pav_A.pdb;2pav_P_14.pdb;1.5649448633294476
3953;1i7x_A;1i7x_C;180;1i7x_0_1_A_1.pdb;1i7x_0_1_C_1.pdb;1i7x_A.pdb;1i7x_C_180.pdb;14.137142207208873
3954;2v8q_B;2v8q_E;41;2v8q_0_1_B_1.pdb;2v8q_0_1_E_1.pdb;2v8q_B.pdb;2v8q_E_41.pdb;0.3320788432271543
3955;2vp7_A;2vp7_B;80;2vp7_0_1_A_1.pdb;2vp7_0_1_B_1.pdb;2vp7_A.pdb;2vp7_B_80.pdb;12.9661425037931
3956;2rgn_C;2rgn_C;28;1z2c_0_1_A_2.pdb;1z2c_0_1_A_1.pdb;2rgn_C.pdb;2rgn_C_28.pdb;18.34383013836236
3957;2rhk_C;2rhk_C;25;2rhk_0_2_C_1.pdb;2rhk_0_2_D_2.pdb;2rhk_C.pdb;2rhk_C_25.pdb;17.25588142845261
3958;2z5h_I;2z5h_I;71;2z5i_0_6_I_1.pdb;2z5i_0_6_J_1.pdb;2z5h_I.pdb;2z5h_I_71.pdb;15.319948174937508
3959;3bpl_B;3bpl_C;80;3bpl_0_1_B_1.pdb;3bpl_0_1_C_1.pdb;3bpl_B.pdb;3bpl_C_80.pdb;16.61677061787109
3960;2vp7_A;2vp7_A;60;2yyr_0_1_A_1.pdb;2yyr_0_1_B_1.pdb;2vp7_A.pdb;2vp7_A_60.pdb;4.911097172244537
3961;2z5h_B;2z5h_B;67;2z5h_0_1_B_1.pdb;2z5h_0_1_A_1.pdb;2z5h_B.pdb;2z5h_B_67.pdb;28.575451555360726
3962;2rhk_A;2rhk_A;25;2rhk_0_4_A_1.pdb;2rhk_0_4_B_1.pdb;2rhk_A.pdb;2rhk_A_25.pdb;7.134230761029955
3963;2pav_A;3byh_A;6;4jhd_0_1_A_1.pdb;4jhd_0_1_B_1.pdb;2pav_A.pdb;3byh_A_6.pdb;9.811470151395474
3964;1ydi_A;1ydi_A;201;2hsq_0_3_A_4.pdb;2hsq_0_3_A_3.pdb;1ydi_A.pdb;1ydi_A_201.pdb;37.661413692527276
3965;2z3q_C;3bpl_C;71;4gs7_0_1_A_1.pdb;4gs7_0_1_C_1.pdb;2z3q_C.pdb;3bpl_C_71.pdb;18.064881372508395
3966;2vp7_A;2vp7_B;81;2vp7_0_1_A_1.pdb;2vp7_0_1_B_1.pdb;2vp7_A.pdb;2vp7_B_81.pdb;12.9661425037931
3967;2z5h_I;2z5h_I;72;2z5i_0_6_I_1.pdb;2z5i_0_6_J_1.pdb;2z5h_I.pdb;2z5h_I_72.pdb;15.319948174937508
3968;2v8q_B;2v8q_E;42;2v8q_0_1_B_1.pdb;2v8q_0_1_E_1.pdb;2v8q_B.pdb;2v8q_E_42.pdb;0.3320589524199433
3969;2pav_A;2pav_P;15;2pav_0_1_A_1.pdb;2pav_0_1_P_1.pdb;2pav_A.pdb;2pav_P_15.pdb;1.5649718265741879
3970;2rhk_C;2rhk_C;26;2rhk_0_2_C_1.pdb;2rhk_0_2_D_2.pdb;2rhk_C.pdb;2rhk_C_26.pdb;17.25589470921113
3971;2z5h_B;2z5h_B;68;2z5h_0_1_B_1.pdb;2z5h_0_1_A_1.pdb;2z5h_B.pdb;2z5h_B_68.pdb;28.575451414362377
3972;2rgn_C;2rgn_C;29;1z2c_0_1_A_2.pdb;1z2c_0_1_A_1.pdb;2rgn_C.pdb;2rgn_C_29.pdb;28.53999987982525
3973;2vp7_A;2vp7_A;61;2yyr_0_1_A_1.pdb;2yyr_0_1_B_1.pdb;2vp7_A.pdb;2vp7_A_61.pdb;10.222501610739055
3974;3bpl_B;3bpl_C;81;3bpl_0_1_B_1.pdb;3bpl_0_1_C_1.pdb;3bpl_B.pdb;3bpl_C_81.pdb;11.56047092825134
3975;2rhk_A;2rhk_A;26;2rhk_0_4_A_1.pdb;2rhk_0_4_B_1.pdb;2rhk_A.pdb;2rhk_A_26.pdb;11.208916246346595
3976;1i7x_A;1i7x_C;181;1i7x_0_1_A_1.pdb;1i7x_0_1_C_1.pdb;1i7x_A.pdb;1i7x_C_181.pdb;14.137139322023073
3977;2vp7_A;2vp7_B;82;2vp7_0_1_A_1.pdb;2vp7_0_1_B_1.pdb;2vp7_A.pdb;2vp7_B_82.pdb;12.966137742333729
3978;2z3q_C;3bpl_C;72;4gs7_0_1_A_1.pdb;4gs7_0_1_C_1.pdb;2z3q_C.pdb;3bpl_C_72.pdb;12.4605895152864
3979;2z5h_I;2z5h_I;73;2z5i_0_6_I_1.pdb;2z5i_0_6_J_1.pdb;2z5h_I.pdb;2z5h_I_73.pdb;15.31994972891235
3980;1ydi_A;1ydi_A;202;2hsq_0_3_A_4.pdb;2hsq_0_3_A_3.pdb;1ydi_A.pdb;1ydi_A_202.pdb;37.66141619423518
3981;2pav_A;3byh_A;7;4jhd_0_1_A_1.pdb;4jhd_0_1_B_1.pdb;2pav_A.pdb;3byh_A_7.pdb;9.811470495551696
3982;2z5h_B;2z5h_B;69;2z5h_0_1_B_1.pdb;2z5h_0_1_A_1.pdb;2z5h_B.pdb;2z5h_B_69.pdb;28.57545034345488
3983;2rhk_C;2rhk_C;27;2rhk_0_2_C_1.pdb;2rhk_0_2_D_2.pdb;2rhk_C.pdb;2rhk_C_27.pdb;17.321118688746676
3984;2v8q_B;2v8q_E;43;2v8q_0_1_B_1.pdb;2v8q_0_1_E_1.pdb;2v8q_B.pdb;2v8q_E_43.pdb;0.3320589524199433
3985;2vp7_A;2vp7_A;62;2yyr_0_1_A_1.pdb;2yyr_0_1_B_1.pdb;2vp7_A.pdb;2vp7_A_62.pdb;10.222503450705872
3986;2pav_A;2pav_P;16;2pav_0_1_A_1.pdb;2pav_0_1_P_1.pdb;2pav_A.pdb;2pav_P_16.pdb;1.5649741725433433
3987;2rgn_C;2rgn_C;30;1z2c_0_1_A_2.pdb;1z2c_0_1_A_1.pdb;2rgn_C.pdb;2rgn_C_30.pdb;18.34383013836236
3988;2rhk_A;2rhk_A;27;2rhk_0_4_A_1.pdb;2rhk_0_4_B_1.pdb;2rhk_A.pdb;2rhk_A_27.pdb;12.269568396638864
3989;2z5h_I;2z5h_I;74;2z5i_0_6_I_1.pdb;2z5i_0_6_J_1.pdb;2z5h_I.pdb;2z5h_I_74.pdb;15.319948174937508
3990;3bpl_B;3bpl_C;82;3bpl_0_1_B_1.pdb;3bpl_0_1_C_1.pdb;3bpl_B.pdb;3bpl_C_82.pdb;16.616758472877592
3991;2rhk_C;2rhk_C;28;2rhk_0_2_C_1.pdb;2rhk_0_2_D_2.pdb;2rhk_C.pdb;2rhk_C_28.pdb;17.321167071933612
3992;2z3q_C;3bpl_C;73;4gs7_0_1_A_1.pdb;4gs7_0_1_C_1.pdb;2z3q_C.pdb;3bpl_C_73.pdb;13.71090841973132
3993;2z5h_B;2z5h_B;70;2z5h_0_1_B_1.pdb;2z5h_0_1_A_1.pdb;2z5h_B.pdb;2z5h_B_70.pdb;28.5754634404132
3994;2pav_P;3byh_A;1;2pav_0_1_P_1.pdb;2pav_0_1_A_1.pdb;2pav_P.pdb;3byh_A_1.pdb;16.383824343241216
3995;1ydi_A;1ydi_A;203;2hsq_0_3_A_4.pdb;2hsq_0_3_A_3.pdb;1ydi_A.pdb;1ydi_A_203.pdb;37.661398368582006
3996;2v8q_B;2v8q_E;44;2v8q_0_1_B_1.pdb;2v8q_0_1_E_1.pdb;2v8q_B.pdb;2v8q_E_44.pdb;0.332061430796271
3997;2vp7_A;2vp7_A;63;2yyr_0_1_A_1.pdb;2yyr_0_1_B_1.pdb;2vp7_A.pdb;2vp7_A_63.pdb;4.416466326510029
3998;2z5h_I;2z5h_I;75;2z5i_0_6_I_1.pdb;2z5i_0_6_J_1.pdb;2z5h_I.pdb;2z5h_I_75.pdb;15.31994972891235
3999;2rhk_A;2rhk_A;28;2rhk_0_4_A_1.pdb;2rhk_0_4_B_1.pdb;2rhk_A.pdb;2rhk_A_28.pdb;12.269568396638864
4000;1i7x_A;1i7x_C;182;1i7x_0_1_A_1.pdb;1i7x_0_1_C_1.pdb;1i7x_A.pdb;1i7x_C_182.pdb;14.137146469640946
4001;2p1m_A;2p1m_A;1;3ogk_0_1_A_1.pdb;3ogk_0_1_C_1.pdb;2p1m_A.pdb;2p1m_A_1.pdb;11.450614851114082
4002;2rgn_C;2rgn_C;31;1z2c_0_1_A_2.pdb;1z2c_0_1_A_1.pdb;2rgn_C.pdb;2rgn_C_31.pdb;28.539957063526792
4003;2pav_A;2pav_P;17;2pav_0_1_A_1.pdb;2pav_0_1_P_1.pdb;2pav_A.pdb;2pav_P_17.pdb;1.564977216885783
4004;2pav_A;3byh_A;8;4jhd_0_1_A_1.pdb;4jhd_0_1_B_1.pdb;2pav_A.pdb;3byh_A_8.pdb;17.093888343348826
4005;2z5h_B;2z5h_B;71;2z5h_0_1_B_1.pdb;2z5h_0_1_A_1.pdb;2z5h_B.pdb;2z5h_B_71.pdb;28.57544972057639
4006;2rhk_C;2rhk_C;29;2rhk_0_2_C_1.pdb;2rhk_0_2_D_2.pdb;2rhk_C.pdb;2rhk_C_29.pdb;18.03537513115068
4007;3bpl_B;3bpl_C;83;3bpl_0_1_B_1.pdb;3bpl_0_1_C_1.pdb;3bpl_B.pdb;3bpl_C_83.pdb;16.616764390706315
4008;2vp7_A;2vp7_A;64;2yyr_0_1_A_1.pdb;2yyr_0_1_B_1.pdb;2vp7_A.pdb;2vp7_A_64.pdb;10.222501610739055
4009;2z3q_C;3bpl_C;74;4gs7_0_1_A_1.pdb;4gs7_0_1_C_1.pdb;2z3q_C.pdb;3bpl_C_74.pdb;13.710912008827512
4010;2z5h_I;2z5h_I;76;2z5i_0_6_I_1.pdb;2z5i_0_6_J_1.pdb;2z5h_I.pdb;2z5h_I_76.pdb;15.319948174937508
4011;2p1m_A;2p1m_B;1;2p1m_0_2_A_2.pdb;2p1m_0_2_B_2.pdb;2p1m_A.pdb;2p1m_B_1.pdb;10.819118656602951
4012;2v8q_B;2v8q_E;45;2v8q_0_1_B_1.pdb;2v8q_0_1_E_1.pdb;2v8q_B.pdb;2v8q_E_45.pdb;18.914172215339725
4013;2rhk_A;2rhk_A;29;2rhk_0_4_A_1.pdb;2rhk_0_4_B_1.pdb;2rhk_A.pdb;2rhk_A_29.pdb;12.86471132791885
4014;2p1m_A;2p1m_A;2;3ogk_0_1_A_1.pdb;3ogk_0_1_C_1.pdb;2p1m_A.pdb;2p1m_A_2.pdb;11.450614851114082
4015;1ydi_A;1ydi_A;204;2hsq_0_3_A_4.pdb;2hsq_0_3_A_3.pdb;1ydi_A.pdb;1ydi_A_204.pdb;37.661398368582006
4016;2pav_P;3byh_A;2;2pav_0_1_P_1.pdb;2pav_0_1_A_1.pdb;2pav_P.pdb;3byh_A_2.pdb;20.22448452256471
